Data_Venda,Produto,Quantidade,Preco_Unitario,Categoria,Valor_Total
2022-06-17,Suplemento Vitamínico,6,73.55,Saúde,441.3
2022-06-17,Ração Premium,2,249.77,Alimentação,499.54
2022-06-18,Petisco Natural,5,32.72,Alimentação,163.6
2022-06-18,Ração Premium,9,35.37,Alimentação,318.33
2022-06-18,Escova de Pelos,7,99.6,Cuidados,697.2
2022-06-18,Brinquedo de Borracha,8,121.66,Brinquedos,973.28
2022-06-18,Escova de Pelos,5,153.52,Cuidados,767.6
2022-06-18,Areia Higiênica,4,215.06,Higiene,860.24
2022-06-18,Brinquedo de Borracha,3,195.49,Brinquedos,586.47
2022-06-18,Areia Higiênica,7,143.66,Higiene,1005.62
2022-06-19,Escova de Pelos,6,224.28,Cuidados,1345.68
2022-06-19,Suplemento Vitamínico,8,152.43,Saúde,1219.44
2022-06-19,Caminha Luxo,5,60.36,Conforto,301.8
2022-06-20,Suplemento Vitamínico,7,163.21,Saúde,1142.47
2022-06-20,Brinquedo de Borracha,4,49.27,Brinquedos,197.08
2022-06-20,Brinquedo de Borracha,2,173.22,Brinquedos,346.44
2022-06-21,Suplemento Vitamínico,1,49.84,Saúde,49.84
2022-06-21,Coleira Ajustável,3,161.13,Acessórios,483.39
2022-06-21,Escova de Pelos,6,25.3,Cuidados,151.8
2022-06-21,Shampoo Antipulgas,8,125.17,Higiene,1001.36
2022-06-21,Coleira Ajustável,9,35.12,Acessórios,316.08
2022-06-21,Suplemento Vitamínico,3,23.87,Saúde,71.61
2022-06-22,Caminha Luxo,3,41.29,Conforto,123.87
2022-06-23,Areia Higiênica,2,48.11,Higiene,96.22
2022-06-23,Caminha Luxo,4,80.68,Conforto,322.72
2022-06-23,Petisco Natural,9,181.1,Alimentação,1629.9
2022-06-23,Caminha Luxo,4,40.31,Conforto,161.24
2022-06-23,Suplemento Vitamínico,9,74.62,Saúde,671.58
2022-06-24,Brinquedo de Borracha,6,210.34,Brinquedos,1262.04
2022-06-24,Suplemento Vitamínico,2,134.19,Saúde,268.38
2022-06-24,Escova de Pelos,7,62.39,Cuidados,436.73
2022-06-24,Ração Premium,4,29.14,Alimentação,116.56
2022-06-24,Petisco Natural,6,210.93,Alimentação,1265.58
2022-06-24,Petisco Natural,5,221.69,Alimentação,1108.45
2022-06-24,Caminha Luxo,5,198.15,Conforto,990.75
2022-06-25,Suplemento Vitamínico,9,221.39,Saúde,1992.51
2022-06-25,Suplemento Vitamínico,6,157.16,Saúde,942.96
2022-06-25,Suplemento Vitamínico,2,241.48,Saúde,482.96
2022-06-25,Suplemento Vitamínico,3,61.47,Saúde,184.41
2022-06-26,Comedouro Duplo,6,155.84,Acessórios,935.04
2022-06-26,Escova de Pelos,8,48.36,Cuidados,386.88
2022-06-26,Brinquedo de Borracha,2,134.69,Brinquedos,269.38
2022-06-26,Areia Higiênica,1,110.87,Higiene,110.87
2022-06-26,Petisco Natural,4,127.16,Alimentação,508.64
2022-06-27,Shampoo Antipulgas,7,198.47,Higiene,1389.29
2022-06-28,Shampoo Antipulgas,3,162.52,Higiene,487.56
2022-06-28,Coleira Ajustável,8,112.18,Acessórios,897.44
2022-06-28,Comedouro Duplo,6,210.88,Acessórios,1265.28
2022-06-28,Escova de Pelos,3,146.9,Cuidados,440.7
2022-06-28,Petisco Natural,2,118.43,Alimentação,236.86
2022-06-28,Areia Higiênica,4,242.57,Higiene,970.28
2022-06-28,Petisco Natural,8,15.65,Alimentação,125.2
2022-06-29,Ração Premium,2,140.72,Alimentação,281.44
2022-06-29,Caminha Luxo,4,69.97,Conforto,279.88
2022-06-29,Caminha Luxo,9,67.04,Conforto,603.36
2022-06-29,Petisco Natural,4,232.47,Alimentação,929.88
2022-06-30,Coleira Ajustável,2,160.04,Acessórios,320.08
2022-06-30,Ração Premium,6,247.91,Alimentação,1487.46
2022-06-30,Ração Premium,8,230.86,Alimentação,1846.88
2022-06-30,Caminha Luxo,2,241.63,Conforto,483.26
2022-06-30,Shampoo Antipulgas,8,76.01,Higiene,608.08
2022-07-01,Shampoo Antipulgas,7,110.23,Higiene,771.61
2022-07-01,Petisco Natural,4,201.45,Alimentação,805.8
2022-07-01,Ração Premium,9,73.38,Alimentação,660.42
2022-07-01,Shampoo Antipulgas,8,16.56,Higiene,132.48
2022-07-01,Ração Premium,4,234.72,Alimentação,938.88
2022-07-01,Brinquedo de Borracha,7,153.9,Brinquedos,1077.3
2022-07-02,Petisco Natural,8,187.95,Alimentação,1503.6
2022-07-02,Caminha Luxo,9,205.25,Conforto,1847.25
2022-07-02,Petisco Natural,4,249.19,Alimentação,996.76
2022-07-02,Areia Higiênica,5,14.68,Higiene,73.4
2022-07-02,Coleira Ajustável,9,171.73,Acessórios,1545.57
2022-07-02,Areia Higiênica,8,233.54,Higiene,1868.32
2022-07-03,Petisco Natural,9,130.69,Alimentação,1176.21
2022-07-03,Areia Higiênica,6,180.58,Higiene,1083.48
2022-07-03,Suplemento Vitamínico,8,105.95,Saúde,847.6
2022-07-03,Shampoo Antipulgas,6,216.44,Higiene,1298.64
2022-07-04,Petisco Natural,4,199.99,Alimentação,799.96
2022-07-04,Suplemento Vitamínico,4,243.55,Saúde,974.2
2022-07-04,Caminha Luxo,1,187.7,Conforto,187.7
2022-07-05,Brinquedo de Borracha,4,194.46,Brinquedos,777.84
2022-07-05,Coleira Ajustável,1,90.98,Acessórios,90.98
2022-07-05,Shampoo Antipulgas,6,151.86,Higiene,911.16
2022-07-05,Ração Premium,1,92.72,Alimentação,92.72
2022-07-05,Ração Premium,3,27.88,Alimentação,83.64
2022-07-05,Caminha Luxo,2,209.55,Conforto,419.1
2022-07-05,Petisco Natural,9,91.39,Alimentação,822.51
2022-07-06,Suplemento Vitamínico,3,73.31,Saúde,219.93
2022-07-07,Caminha Luxo,8,24.82,Conforto,198.56
2022-07-08,Comedouro Duplo,4,10.28,Acessórios,41.12
2022-07-08,Brinquedo de Borracha,3,226.05,Brinquedos,678.15
2022-07-08,Coleira Ajustável,1,73.81,Acessórios,73.81
2022-07-08,Brinquedo de Borracha,3,208.57,Brinquedos,625.71
2022-07-09,Shampoo Antipulgas,4,60.76,Higiene,243.04
2022-07-09,Suplemento Vitamínico,6,204.79,Saúde,1228.74
2022-07-09,Coleira Ajustável,9,197.95,Acessórios,1781.55
2022-07-09,Petisco Natural,5,45.64,Alimentação,228.2
2022-07-09,Escova de Pelos,7,12.18,Cuidados,85.26
2022-07-09,Ração Premium,7,165.27,Alimentação,1156.89
2022-07-09,Escova de Pelos,5,68.18,Cuidados,340.9
2022-07-09,Brinquedo de Borracha,5,16.37,Brinquedos,81.85
2022-07-10,Ração Premium,1,219.12,Alimentação,219.12
2022-07-10,Petisco Natural,3,215.21,Alimentação,645.63
2022-07-10,Escova de Pelos,7,15.81,Cuidados,110.67
2022-07-11,Shampoo Antipulgas,7,60.61,Higiene,424.27
2022-07-11,Escova de Pelos,9,196.85,Cuidados,1771.65
2022-07-11,Petisco Natural,3,10.49,Alimentação,31.47
2022-07-11,Suplemento Vitamínico,6,234.3,Saúde,1405.8
2022-07-11,Petisco Natural,4,41.84,Alimentação,167.36
2022-07-12,Caminha Luxo,2,115.21,Conforto,230.42
2022-07-12,Escova de Pelos,1,116.98,Cuidados,116.98
2022-07-12,Ração Premium,7,112.05,Alimentação,784.35
2022-07-12,Suplemento Vitamínico,5,135.19,Saúde,675.95
2022-07-12,Suplemento Vitamínico,3,235.04,Saúde,705.12
2022-07-12,Brinquedo de Borracha,1,65.98,Brinquedos,65.98
2022-07-12,Caminha Luxo,5,23.9,Conforto,119.5
2022-07-13,Suplemento Vitamínico,9,36.95,Saúde,332.55
2022-07-13,Caminha Luxo,9,132.54,Conforto,1192.86
2022-07-13,Escova de Pelos,4,177.85,Cuidados,711.4
2022-07-14,Brinquedo de Borracha,1,230.08,Brinquedos,230.08
2022-07-14,Shampoo Antipulgas,5,158.14,Higiene,790.7
2022-07-14,Areia Higiênica,8,40.21,Higiene,321.68
2022-07-14,Petisco Natural,8,79.52,Alimentação,636.16
2022-07-14,Petisco Natural,2,135.35,Alimentação,270.7
2022-07-14,Shampoo Antipulgas,2,26.38,Higiene,52.76
2022-07-14,Suplemento Vitamínico,4,222.31,Saúde,889.24
2022-07-14,Areia Higiênica,7,50.39,Higiene,352.73
2022-07-15,Brinquedo de Borracha,7,193.76,Brinquedos,1356.32
2022-07-15,Petisco Natural,3,93.7,Alimentação,281.1
2022-07-15,Brinquedo de Borracha,2,164.59,Brinquedos,329.18
2022-07-16,Petisco Natural,6,27.91,Alimentação,167.46
2022-07-16,Comedouro Duplo,7,168.89,Acessórios,1182.23
2022-07-16,Ração Premium,4,20.12,Alimentação,80.48
2022-07-16,Coleira Ajustável,7,93.45,Acessórios,654.15
2022-07-17,Ração Premium,5,191.83,Alimentação,959.15
2022-07-17,Escova de Pelos,9,68.47,Cuidados,616.23
2022-07-17,Comedouro Duplo,9,214.25,Acessórios,1928.25
2022-07-17,Escova de Pelos,4,77.87,Cuidados,311.48
2022-07-17,Areia Higiênica,7,21.88,Higiene,153.16
2022-07-17,Areia Higiênica,8,44.58,Higiene,356.64
2022-07-18,Coleira Ajustável,7,249.05,Acessórios,1743.35
2022-07-18,Brinquedo de Borracha,8,55.62,Brinquedos,444.96
2022-07-18,Coleira Ajustável,2,103.48,Acessórios,206.96
2022-07-18,Brinquedo de Borracha,8,119.02,Brinquedos,952.16
2022-07-18,Ração Premium,1,82.44,Alimentação,82.44
2022-07-18,Shampoo Antipulgas,1,56.69,Higiene,56.69
2022-07-18,Coleira Ajustável,8,80.07,Acessórios,640.56
2022-07-18,Escova de Pelos,4,41.18,Cuidados,164.72
2022-07-19,Brinquedo de Borracha,5,65.12,Brinquedos,325.6
2022-07-20,Caminha Luxo,6,18.39,Conforto,110.34
2022-07-20,Petisco Natural,8,115.71,Alimentação,925.68
2022-07-20,Escova de Pelos,3,75.41,Cuidados,226.23
2022-07-20,Escova de Pelos,4,218.44,Cuidados,873.76
2022-07-20,Shampoo Antipulgas,3,153.33,Higiene,459.99
2022-07-20,Suplemento Vitamínico,3,208.87,Saúde,626.61
2022-07-20,Areia Higiênica,1,99.91,Higiene,99.91
2022-07-20,Petisco Natural,7,136.31,Alimentação,954.17
2022-07-20,Escova de Pelos,3,189.29,Cuidados,567.87
2022-07-21,Caminha Luxo,6,174.8,Conforto,1048.8
2022-07-21,Shampoo Antipulgas,8,122.18,Higiene,977.44
2022-07-22,Caminha Luxo,1,73.06,Conforto,73.06
2022-07-22,Areia Higiênica,4,143.93,Higiene,575.72
2022-07-22,Suplemento Vitamínico,3,40.96,Saúde,122.88
2022-07-22,Ração Premium,6,207.51,Alimentação,1245.06
2022-07-22,Petisco Natural,8,81.39,Alimentação,651.12
2022-07-23,Suplemento Vitamínico,2,99.27,Saúde,198.54
2022-07-23,Caminha Luxo,3,155.85,Conforto,467.55
2022-07-23,Caminha Luxo,2,56.53,Conforto,113.06
2022-07-23,Shampoo Antipulgas,3,62.14,Higiene,186.42
2022-07-23,Caminha Luxo,9,211.21,Conforto,1900.89
2022-07-24,Coleira Ajustável,4,126.78,Acessórios,507.12
2022-07-24,Caminha Luxo,9,12.52,Conforto,112.68
2022-07-24,Caminha Luxo,1,64.96,Conforto,64.96
2022-07-24,Comedouro Duplo,3,87.02,Acessórios,261.06
2022-07-24,Comedouro Duplo,4,45.8,Acessórios,183.2
2022-07-24,Brinquedo de Borracha,2,119.71,Brinquedos,239.42
2022-07-24,Coleira Ajustável,5,193.07,Acessórios,965.35
2022-07-25,Caminha Luxo,4,10.47,Conforto,41.88
2022-07-25,Ração Premium,9,100.91,Alimentação,908.19
2022-07-25,Caminha Luxo,6,49.77,Conforto,298.62
2022-07-26,Comedouro Duplo,1,200.25,Acessórios,200.25
2022-07-26,Escova de Pelos,3,21.49,Cuidados,64.47
2022-07-27,Petisco Natural,2,12.49,Alimentação,24.98
2022-07-27,Suplemento Vitamínico,9,58.85,Saúde,529.65
2022-07-27,Shampoo Antipulgas,4,36.71,Higiene,146.84
2022-07-27,Brinquedo de Borracha,7,94.31,Brinquedos,660.17
2022-07-27,Suplemento Vitamínico,3,101.82,Saúde,305.46
2022-07-27,Suplemento Vitamínico,8,219.38,Saúde,1755.04
2022-07-28,Petisco Natural,1,120.25,Alimentação,120.25
2022-07-28,Shampoo Antipulgas,4,194.16,Higiene,776.64
2022-07-28,Caminha Luxo,8,169.7,Conforto,1357.6
2022-07-28,Ração Premium,4,85.61,Alimentação,342.44
2022-07-28,Caminha Luxo,4,28.25,Conforto,113.0
2022-07-28,Areia Higiênica,5,247.75,Higiene,1238.75
2022-07-28,Suplemento Vitamínico,3,204.06,Saúde,612.18
2022-07-28,Shampoo Antipulgas,6,105.84,Higiene,635.04
2022-07-28,Comedouro Duplo,5,185.33,Acessórios,926.65
2022-07-28,Comedouro Duplo,5,174.75,Acessórios,873.75
2022-07-28,Caminha Luxo,4,38.05,Conforto,152.2
2022-07-29,Brinquedo de Borracha,3,113.88,Brinquedos,341.64
2022-07-29,Escova de Pelos,6,156.95,Cuidados,941.7
2022-07-29,Comedouro Duplo,6,131.57,Acessórios,789.42
2022-07-29,Comedouro Duplo,2,182.61,Acessórios,365.22
2022-07-29,Areia Higiênica,9,249.46,Higiene,2245.14
2022-07-30,Suplemento Vitamínico,4,76.05,Saúde,304.2
2022-07-30,Caminha Luxo,1,222.25,Conforto,222.25
2022-07-30,Petisco Natural,2,84.76,Alimentação,169.52
2022-07-30,Comedouro Duplo,7,147.12,Acessórios,1029.84
2022-07-30,Areia Higiênica,6,206.97,Higiene,1241.82
2022-07-31,Escova de Pelos,3,65.54,Cuidados,196.62
2022-07-31,Comedouro Duplo,5,55.44,Acessórios,277.2
2022-07-31,Areia Higiênica,5,49.31,Higiene,246.55
2022-07-31,Coleira Ajustável,9,122.44,Acessórios,1101.96
2022-07-31,Petisco Natural,5,27.14,Alimentação,135.7
2022-07-31,Suplemento Vitamínico,8,231.85,Saúde,1854.8
2022-08-01,Comedouro Duplo,6,156.56,Acessórios,939.36
2022-08-02,Ração Premium,9,33.39,Alimentação,300.51
2022-08-02,Shampoo Antipulgas,6,237.35,Higiene,1424.1
2022-08-02,Brinquedo de Borracha,4,237.92,Brinquedos,951.68
2022-08-02,Ração Premium,7,198.42,Alimentação,1388.94
2022-08-02,Suplemento Vitamínico,4,247.29,Saúde,989.16
2022-08-02,Areia Higiênica,5,151.78,Higiene,758.9
2022-08-03,Suplemento Vitamínico,7,58.26,Saúde,407.82
2022-08-03,Coleira Ajustável,8,231.12,Acessórios,1848.96
2022-08-03,Escova de Pelos,5,95.08,Cuidados,475.4
2022-08-03,Suplemento Vitamínico,6,82.66,Saúde,495.96
2022-08-04,Caminha Luxo,9,47.25,Conforto,425.25
2022-08-04,Ração Premium,9,72.12,Alimentação,649.08
2022-08-04,Shampoo Antipulgas,4,51.09,Higiene,204.36
2022-08-04,Coleira Ajustável,6,29.56,Acessórios,177.36
2022-08-04,Areia Higiênica,6,205.74,Higiene,1234.44
2022-08-04,Shampoo Antipulgas,1,212.61,Higiene,212.61
2022-08-04,Shampoo Antipulgas,3,122.57,Higiene,367.71
2022-08-05,Ração Premium,1,204.22,Alimentação,204.22
2022-08-05,Caminha Luxo,5,137.32,Conforto,686.6
2022-08-05,Coleira Ajustável,7,190.98,Acessórios,1336.86
2022-08-05,Ração Premium,9,194.18,Alimentação,1747.62
2022-08-06,Brinquedo de Borracha,6,126.88,Brinquedos,761.28
2022-08-06,Comedouro Duplo,8,154.01,Acessórios,1232.08
2022-08-06,Brinquedo de Borracha,8,162.07,Brinquedos,1296.56
2022-08-06,Petisco Natural,6,90.72,Alimentação,544.32
2022-08-06,Caminha Luxo,4,115.86,Conforto,463.44
2022-08-07,Escova de Pelos,2,17.81,Cuidados,35.62
2022-08-07,Caminha Luxo,7,74.78,Conforto,523.46
2022-08-07,Shampoo Antipulgas,5,190.75,Higiene,953.75
2022-08-07,Areia Higiênica,7,98.81,Higiene,691.67
2022-08-08,Brinquedo de Borracha,7,243.6,Brinquedos,1705.2
2022-08-08,Escova de Pelos,9,45.2,Cuidados,406.8
2022-08-08,Petisco Natural,6,58.6,Alimentação,351.6
2022-08-08,Escova de Pelos,8,218.94,Cuidados,1751.52
2022-08-09,Coleira Ajustável,1,207.2,Acessórios,207.2
2022-08-09,Coleira Ajustável,2,137.09,Acessórios,274.18
2022-08-09,Suplemento Vitamínico,9,90.74,Saúde,816.66
2022-08-09,Ração Premium,7,157.01,Alimentação,1099.07
2022-08-10,Caminha Luxo,1,123.46,Conforto,123.46
2022-08-10,Areia Higiênica,9,91.39,Higiene,822.51
2022-08-10,Ração Premium,6,185.5,Alimentação,1113.0
2022-08-10,Suplemento Vitamínico,1,115.56,Saúde,115.56
2022-08-10,Shampoo Antipulgas,4,188.2,Higiene,752.8
2022-08-10,Shampoo Antipulgas,1,117.49,Higiene,117.49
2022-08-10,Escova de Pelos,5,49.73,Cuidados,248.65
2022-08-11,Ração Premium,8,91.74,Alimentação,733.92
2022-08-11,Petisco Natural,4,75.36,Alimentação,301.44
2022-08-11,Comedouro Duplo,3,236.17,Acessórios,708.51
2022-08-11,Shampoo Antipulgas,3,220.76,Higiene,662.28
2022-08-11,Comedouro Duplo,5,188.73,Acessórios,943.65
2022-08-11,Coleira Ajustável,1,187.39,Acessórios,187.39
2022-08-12,Caminha Luxo,7,154.28,Conforto,1079.96
2022-08-12,Caminha Luxo,9,57.12,Conforto,514.08
2022-08-12,Areia Higiênica,2,28.81,Higiene,57.62
2022-08-12,Caminha Luxo,5,70.51,Conforto,352.55
2022-08-12,Comedouro Duplo,1,87.3,Acessórios,87.3
2022-08-12,Escova de Pelos,2,88.83,Cuidados,177.66
2022-08-12,Comedouro Duplo,6,93.97,Acessórios,563.82
2022-08-13,Comedouro Duplo,2,70.28,Acessórios,140.56
2022-08-13,Comedouro Duplo,2,204.25,Acessórios,408.5
2022-08-13,Escova de Pelos,7,116.21,Cuidados,813.47
2022-08-13,Areia Higiênica,3,67.64,Higiene,202.92
2022-08-13,Ração Premium,4,142.9,Alimentação,571.6
2022-08-14,Petisco Natural,7,72.96,Alimentação,510.72
2022-08-14,Suplemento Vitamínico,1,199.0,Saúde,199.0
2022-08-14,Petisco Natural,8,199.01,Alimentação,1592.08
2022-08-14,Caminha Luxo,1,228.53,Conforto,228.53
2022-08-15,Shampoo Antipulgas,9,135.36,Higiene,1218.24
2022-08-15,Petisco Natural,2,184.39,Alimentação,368.78
2022-08-15,Areia Higiênica,3,29.49,Higiene,88.47
2022-08-15,Areia Higiênica,2,26.04,Higiene,52.08
2022-08-16,Areia Higiênica,1,57.92,Higiene,57.92
2022-08-16,Comedouro Duplo,5,100.89,Acessórios,504.45
2022-08-16,Coleira Ajustável,8,31.52,Acessórios,252.16
2022-08-16,Caminha Luxo,7,105.03,Conforto,735.21
2022-08-17,Caminha Luxo,4,43.97,Conforto,175.88
2022-08-17,Ração Premium,3,154.99,Alimentação,464.97
2022-08-17,Ração Premium,5,120.83,Alimentação,604.15
2022-08-17,Shampoo Antipulgas,9,235.95,Higiene,2123.55
2022-08-17,Petisco Natural,6,213.69,Alimentação,1282.14
2022-08-18,Caminha Luxo,8,88.09,Conforto,704.72
2022-08-18,Shampoo Antipulgas,2,58.57,Higiene,117.14
2022-08-18,Brinquedo de Borracha,2,207.64,Brinquedos,415.28
2022-08-19,Coleira Ajustável,3,33.31,Acessórios,99.93
2022-08-19,Coleira Ajustável,2,174.46,Acessórios,348.92
2022-08-19,Areia Higiênica,7,241.39,Higiene,1689.73
2022-08-20,Caminha Luxo,2,34.65,Conforto,69.3
2022-08-20,Coleira Ajustável,2,88.13,Acessórios,176.26
2022-08-20,Escova de Pelos,8,27.39,Cuidados,219.12
2022-08-21,Comedouro Duplo,3,74.92,Acessórios,224.76
2022-08-21,Areia Higiênica,9,193.71,Higiene,1743.39
2022-08-21,Caminha Luxo,7,153.29,Conforto,1073.03
2022-08-21,Comedouro Duplo,2,23.79,Acessórios,47.58
2022-08-21,Suplemento Vitamínico,8,224.25,Saúde,1794.0
2022-08-21,Caminha Luxo,1,164.61,Conforto,164.61
2022-08-22,Caminha Luxo,8,151.95,Conforto,1215.6
2022-08-22,Escova de Pelos,6,221.5,Cuidados,1329.0
2022-08-22,Areia Higiênica,9,70.18,Higiene,631.62
2022-08-22,Caminha Luxo,4,69.51,Conforto,278.04
2022-08-22,Shampoo Antipulgas,3,80.39,Higiene,241.17
2022-08-22,Brinquedo de Borracha,3,96.17,Brinquedos,288.51
2022-08-23,Shampoo Antipulgas,1,99.98,Higiene,99.98
2022-08-23,Coleira Ajustável,5,100.22,Acessórios,501.1
2022-08-23,Shampoo Antipulgas,2,62.17,Higiene,124.34
2022-08-24,Ração Premium,3,54.5,Alimentação,163.5
2022-08-24,Brinquedo de Borracha,2,43.76,Brinquedos,87.52
2022-08-24,Brinquedo de Borracha,3,178.61,Brinquedos,535.83
2022-08-24,Ração Premium,4,211.22,Alimentação,844.88
2022-08-25,Areia Higiênica,2,192.66,Higiene,385.32
2022-08-26,Escova de Pelos,2,193.33,Cuidados,386.66
2022-08-26,Shampoo Antipulgas,8,44.31,Higiene,354.48
2022-08-26,Ração Premium,6,207.57,Alimentação,1245.42
2022-08-26,Suplemento Vitamínico,3,213.43,Saúde,640.29
2022-08-27,Brinquedo de Borracha,3,170.15,Brinquedos,510.45
2022-08-27,Shampoo Antipulgas,9,183.12,Higiene,1648.08
2022-08-27,Petisco Natural,2,33.81,Alimentação,67.62
2022-08-27,Petisco Natural,4,198.16,Alimentação,792.64
2022-08-27,Caminha Luxo,1,203.48,Conforto,203.48
2022-08-27,Areia Higiênica,6,56.89,Higiene,341.34
2022-08-27,Caminha Luxo,9,219.96,Conforto,1979.64
2022-08-28,Ração Premium,4,58.11,Alimentação,232.44
2022-08-28,Suplemento Vitamínico,9,247.96,Saúde,2231.64
2022-08-28,Comedouro Duplo,6,75.94,Acessórios,455.64
2022-08-28,Areia Higiênica,3,138.47,Higiene,415.41
2022-08-28,Suplemento Vitamínico,9,203.55,Saúde,1831.95
2022-08-28,Brinquedo de Borracha,2,129.41,Brinquedos,258.82
2022-08-29,Coleira Ajustável,2,109.6,Acessórios,219.2
2022-08-29,Comedouro Duplo,3,174.74,Acessórios,524.22
2022-08-29,Comedouro Duplo,4,95.75,Acessórios,383.0
2022-08-29,Comedouro Duplo,2,152.87,Acessórios,305.74
2022-08-30,Ração Premium,6,23.93,Alimentação,143.58
2022-08-30,Shampoo Antipulgas,3,162.15,Higiene,486.45
2022-08-30,Ração Premium,8,100.24,Alimentação,801.92
2022-08-30,Suplemento Vitamínico,2,197.09,Saúde,394.18
2022-08-31,Suplemento Vitamínico,5,219.98,Saúde,1099.9
2022-08-31,Coleira Ajustável,2,200.27,Acessórios,400.54
2022-08-31,Escova de Pelos,3,99.41,Cuidados,298.23
2022-08-31,Ração Premium,6,82.49,Alimentação,494.94
2022-08-31,Petisco Natural,2,184.58,Alimentação,369.16
2022-08-31,Shampoo Antipulgas,9,202.45,Higiene,1822.05
2022-09-01,Coleira Ajustável,9,14.1,Acessórios,126.9
2022-09-01,Suplemento Vitamínico,3,66.9,Saúde,200.7
2022-09-01,Coleira Ajustável,6,73.85,Acessórios,443.1
2022-09-01,Escova de Pelos,1,109.92,Cuidados,109.92
2022-09-01,Ração Premium,2,40.21,Alimentação,80.42
2022-09-01,Ração Premium,4,159.44,Alimentação,637.76
2022-09-01,Suplemento Vitamínico,7,154.8,Saúde,1083.6
2022-09-01,Escova de Pelos,2,133.22,Cuidados,266.44
2022-09-02,Caminha Luxo,3,181.53,Conforto,544.59
2022-09-02,Caminha Luxo,7,206.82,Conforto,1447.74
2022-09-02,Comedouro Duplo,2,61.89,Acessórios,123.78
2022-09-02,Shampoo Antipulgas,2,128.72,Higiene,257.44
2022-09-03,Shampoo Antipulgas,5,85.88,Higiene,429.4
2022-09-03,Caminha Luxo,1,244.72,Conforto,244.72
2022-09-03,Suplemento Vitamínico,1,11.37,Saúde,11.37
2022-09-03,Petisco Natural,8,228.73,Alimentação,1829.84
2022-09-03,Comedouro Duplo,5,152.25,Acessórios,761.25
2022-09-03,Coleira Ajustável,4,68.42,Acessórios,273.68
2022-09-03,Brinquedo de Borracha,3,213.66,Brinquedos,640.98
2022-09-04,Areia Higiênica,8,98.93,Higiene,791.44
2022-09-04,Petisco Natural,4,19.26,Alimentação,77.04
2022-09-04,Areia Higiênica,2,60.83,Higiene,121.66
2022-09-04,Escova de Pelos,5,125.94,Cuidados,629.7
2022-09-04,Ração Premium,4,177.53,Alimentação,710.12
2022-09-04,Caminha Luxo,6,248.32,Conforto,1489.92
2022-09-04,Brinquedo de Borracha,7,175.13,Brinquedos,1225.91
2022-09-04,Ração Premium,2,179.9,Alimentação,359.8
2022-09-04,Brinquedo de Borracha,3,143.64,Brinquedos,430.92
2022-09-04,Suplemento Vitamínico,5,248.51,Saúde,1242.55
2022-09-05,Coleira Ajustável,5,224.37,Acessórios,1121.85
2022-09-05,Petisco Natural,4,158.02,Alimentação,632.08
2022-09-05,Coleira Ajustável,4,240.42,Acessórios,961.68
2022-09-05,Caminha Luxo,6,174.24,Conforto,1045.44
2022-09-05,Shampoo Antipulgas,4,17.17,Higiene,68.68
2022-09-05,Shampoo Antipulgas,1,122.7,Higiene,122.7
2022-09-06,Petisco Natural,9,69.99,Alimentação,629.91
2022-09-06,Brinquedo de Borracha,9,246.26,Brinquedos,2216.34
2022-09-06,Caminha Luxo,5,214.45,Conforto,1072.25
2022-09-06,Areia Higiênica,6,166.77,Higiene,1000.62
2022-09-06,Coleira Ajustável,1,33.62,Acessórios,33.62
2022-09-06,Escova de Pelos,1,189.83,Cuidados,189.83
2022-09-07,Coleira Ajustável,5,186.55,Acessórios,932.75
2022-09-07,Coleira Ajustável,8,74.27,Acessórios,594.16
2022-09-07,Areia Higiênica,5,201.84,Higiene,1009.2
2022-09-07,Petisco Natural,6,229.27,Alimentação,1375.62
2022-09-07,Shampoo Antipulgas,7,109.4,Higiene,765.8
2022-09-07,Brinquedo de Borracha,1,27.28,Brinquedos,27.28
2022-09-07,Petisco Natural,7,202.63,Alimentação,1418.41
2022-09-08,Areia Higiênica,6,13.49,Higiene,80.94
2022-09-08,Ração Premium,9,224.53,Alimentação,2020.77
2022-09-08,Escova de Pelos,1,192.42,Cuidados,192.42
2022-09-08,Ração Premium,4,227.8,Alimentação,911.2
2022-09-08,Comedouro Duplo,4,60.65,Acessórios,242.6
2022-09-08,Suplemento Vitamínico,3,47.37,Saúde,142.11
2022-09-09,Brinquedo de Borracha,4,105.47,Brinquedos,421.88
2022-09-09,Brinquedo de Borracha,9,167.47,Brinquedos,1507.23
2022-09-09,Shampoo Antipulgas,5,247.84,Higiene,1239.2
2022-09-09,Brinquedo de Borracha,6,183.61,Brinquedos,1101.66
2022-09-09,Comedouro Duplo,4,118.4,Acessórios,473.6
2022-09-09,Ração Premium,8,131.48,Alimentação,1051.84
2022-09-10,Comedouro Duplo,8,220.44,Acessórios,1763.52
2022-09-10,Brinquedo de Borracha,4,56.76,Brinquedos,227.04
2022-09-10,Escova de Pelos,2,107.21,Cuidados,214.42
2022-09-10,Coleira Ajustável,6,101.62,Acessórios,609.72
2022-09-10,Petisco Natural,7,54.02,Alimentação,378.14
2022-09-10,Brinquedo de Borracha,4,135.23,Brinquedos,540.92
2022-09-11,Coleira Ajustável,9,30.59,Acessórios,275.31
2022-09-11,Petisco Natural,1,73.49,Alimentação,73.49
2022-09-11,Comedouro Duplo,2,184.62,Acessórios,369.24
2022-09-12,Ração Premium,5,128.73,Alimentação,643.65
2022-09-12,Escova de Pelos,2,141.23,Cuidados,282.46
